,Post_Content,Date,Comments_Shares,All_Responses,Brand
1632,Read our brilliant food and wine pairings guide with tips and advice for creating a perfect Easter meal: http://bit.ly/1BycajW,"April 4, 2015",2 Comments7 Shares,101,waitroseandpartners
1634,"Watch Heston’s take on bread and butter pudding using his ginger and acacia hot cross buns!
Read the full recipe: http://bit.ly/1Cf42Ea","April 4, 2015",9 Comments31 Shares8K Views,115,waitroseandpartners
1636,"Share your Easter photos using #GoodEgg and you could win a treat from us!
We’re donating to Great Ormond Street Hospital Children’s Charity and have delivered Easter eggs for the children to enjoy. Find out more: http://bit.ly/1Crg9V6","April 3, 2015",3 Comments10 Shares,111,waitroseandpartners
1638,"Heston shows you how to make perfect poached eggs with a creamy hollandaise sauce, served on a toasted buttered muffin.
Read Heston’s full recipe for Eggs Benedict here: http://bit.ly/1GlMH2L","April 3, 2015",189 Comments702 Shares257K Views,,waitroseandpartners
1640,"Today’s Q&A with Martha Collison is now closed – thanks for all your great baking questions!
Take a look at more baking recipes: http://bit.ly/1ITddjo","April 1, 2015",79 Comments38 Shares,1.4K,waitroseandpartners
1642,"What would be on your perfect Easter menu?
Enjoy a delicious Easter roast this Sunday and save a third on lamb roasting joints with all the trimmings: http://bit.ly/1ESKlGz","March 31, 2015",205 Comments102 Shares,5K,waitroseandpartners
1644,"This Easter we’re donating to Great Ormond Street Hospital Children's Charity and donating chocolate eggs to the children.
Be a #GoodEgg and share your Easter photos – you could win a prize. Find out more: http://bit.ly/1Crg9V6","March 31, 2015",5 Comments9 Shares3.8K Views,142,waitroseandpartners
1646,"Watch how to make Heston’s super simple chocolate mousse, using just two ingredients.
Read the full recipe here: http://bit.ly/1bJdcnb","March 30, 2015","152 Comments1,379 Shares282K Views",2.3K,waitroseandpartners
1648,"This Easter we’re donating to Great Ormond Street Hospital Children's Charity.
Be a #GoodEgg by sharing your Easter photos and you could win prizes. Find out more: http://bit.ly/1Crg9V6","March 30, 2015",3 Comments21 Shares6K Views,130,waitroseandpartners
1650,"Watch Martha Collison from The Great British Bake Off show you how to make her mini egg rainbow cake with thick white chocolate icing.
Read the full recipe: http://bit.ly/1xF6qsu","March 29, 2015",176 Comments896 Shares239K Views,2.1K,waitroseandpartners
1652,"Who’s baking today?
How about this fire and spice ice box cake with chocolate ginger cookies, layered sticky salted caramel, chilli ganache and ginger cream. Recipe: http://bit.ly/1AZfEuw","March 29, 2015",20 Comments48 Shares,240,waitroseandpartners
1654,"This Easter we’re donating to Great Ormond Street Hospital Children's Charity. Be a #GoodEgg and share your Easter photos for the chance to win prizes.
We especially love this #GoodEgg photo from Leo's Cheshire Blue Hens.
Find out more: http://bit.ly/1Crg9V6","March 28, 2015",2 Comments3 Shares,78,waitroseandpartners
1656,"Browse our brilliant range of Easter eggs and treats. Which one is your favourite?
Find more: http://bit.ly/1NhZO6R","March 27, 2015",16 Comments23 Shares,294,waitroseandpartners
1658,"Did you know we sell gluten-free hot cross buns?
Find our lightly spiced hot cross buns with citrus zest in store and online: http://bit.ly/1NRTyE5","March 26, 2015",32 Comments34 Shares,146,waitroseandpartners
1660,"Take a clean egg-shell and fill with creamy soft cheese and tangy lemon curd. Serve with sliced pineapple and mango - perfect for dipping!
Read the full recipe here: http://bit.ly/1BrXsL7","March 26, 2015",94 Comments133 Shares127K Views,533,waitroseandpartners
1662,"Be a #GoodEgg and share your Easter photos – you might even win a gift! We’re donating to Great Ormond Street Hospital Children's Charity: http://bit.ly/1Crg9V6
Here are some of our favourites!","March 26, 2015",5 Comments21 Shares,178,waitroseandpartners
1664,"Share your Easter photos using #GoodEgg!
We’re donating to Great Ormond Street Hospital Children's Charity and you could win prizes! Find out more: http://bit.ly/1Crg9V6","March 25, 2015",8 Shares3.4K Views,Waitrose & Partners and 84 others,waitroseandpartners
1668,"What are you planning on cooking this Easter?
Save a third on roasting joints and trimmings until 14 April. Find out more: http://bit.ly/1ESKlGz","March 25, 2015",219 Comments67 Shares,5.4K,waitroseandpartners
1670,"Enjoy baking this Easter with a few of our favourite recipes.
Which one do you love?","March 24, 2015",8 Comments12 Shares,216,waitroseandpartners
1672,"Delia shows you how to make perfect hot cross buns.
Watch the recipe video from the Delia Online Cookery School: http://bit.ly/1EqVH1C","March 24, 2015",2 Comments23 Shares,135,waitroseandpartners
1674,Enjoy meat-free Monday with our chilli-roasted aubergines – delicious when served with a crisp rocket salad or crusty bread. Recipe: http://bit.ly/1E8yy45,"March 23, 2015",17 Comments21 Shares,138,waitroseandpartners
1676,"Be a #GoodEgg by sharing your Easter photos using the hashtag. You could even win a treat from us!
We’ll be donating to Great Ormond Street Hospital Children’s Charity as well as delivering Easter eggs for the children to enjoy. http://bit.ly/1Crg9V6","March 23, 2015",4 Comments7 Shares,134,waitroseandpartners
1678,"Enjoy Sunday baking with our indulgent banoffee cake layered with peanut buttercream – what’s not to love?
Recipe: http://bit.ly/1BWdPlO","March 22, 2015",40 Comments136 Shares,507,waitroseandpartners
1680,"What’s for breakfast?
How about homemade granola, fresh Greek yogurt, peach slices and scattered pomegranate seeds – refreshing and delicious! Recipe: http://bit.ly/1b5kmlb","March 21, 2015",4 Comments9 Shares,153,waitroseandpartners
1682,"Enjoy a night in with our £10 Indian meal deal. Choose two mains, two sides and rice.
Browse the offer here: http://bit.ly/1CADSAW","March 20, 2015",8 Comments9 Shares,122,waitroseandpartners
1684,"Sweet or savoury – what do you enjoy baking?
Enjoy 3 for 2 across selected baking items: http://bit.ly/1MJ8pPE","March 19, 2015",29 Comments17 Shares,297,waitroseandpartners
1686,Enjoy our kiwi sorbet recipe - it’s quick to make and delicious when served with fresh coconut yogurt and kiwi slices: http://bit.ly/1Ef85ED,"March 18, 2015",18 Comments30 Shares,274,waitroseandpartners
1690,Happy Mother's Day from all of us at Waitrose!,"March 15, 2015",100 Comments92 Shares,1.2K,waitroseandpartners
1692,"Watch Martha Collison’s recipe for cute thumbprint cookies filled with sweet blackcurrant jam – a perfect gift to give to Mum or Grandma.
Read the full recipe: http://bit.ly/1FYTcGp","March 14, 2015",29 Comments47 Shares11K Views,126,waitroseandpartners
1694,"Enjoying the weekend with friends?
Create your own sharing menu with this Vegetable thali recipe and encourage everyone to tuck in!
Read the recipe: http://bit.ly/19gWPxc","March 14, 2015",25 Comments15 Shares,158,waitroseandpartners
1696,"Which of these deliciously healthy breakfast recipes would you most enjoy?
Discover these and more on our Pinterest page: http://bit.ly/1aWMuqK","March 13, 2015",21 Comments6 Shares,Waitrose & Partners and 166 others,waitroseandpartners
1698,"From delicious mains to scrumptious cakes for afternoon tea, which would you choose?","March 12, 2015",26 Comments13 Shares,189,waitroseandpartners
1700,"Deliciously tender roast pork with perfect crackling, sweet apple sauce and gravy: http://bit.ly/18UsZOR","March 12, 2015",10 Comments1 Share,15,waitroseandpartners
1702,"What would you serve for the perfect Mother's Day meal?
Save a third on roasting joints, sides, desserts and wine: http://bit.ly/1ExopmP","March 11, 2015",37 Comments15 Shares,160,waitroseandpartners
1704,"Looking for a lovely gift for Mum?
Browse our brilliant range of Mother's Day gifts available online and in store: http://bit.ly/1KwYTkZ","March 10, 2015",33 Comments12 Shares,115,waitroseandpartners
1706,"This competition has now closed. Thank you to everyone who entered and congratulations to our winner, Sophie.
Browse our Cookery School courses here: http://bit.ly/1EQDqyx","March 9, 2015",517 Comments42 Shares,555,waitroseandpartners
1708,"WIN a day for two at The Waitrose Cookery School with a course of your choice.
Simply tell us in the comments below the amazing recipes or cookery tips your Mum has passed on to you.
Terms and conditions: http://bit.ly/1H6MIGa","March 9, 2015",27 Comments7 Shares,97,waitroseandpartners
1710,"Sunday baking? Watch how to make these cute apple and chewy fudge muffins, drizzled with a honey glaze. Read the full recipe: http://bit.ly/1AfQMOv","March 8, 2015",10 Comments57 Shares1.5K Views,134,waitroseandpartners
1712,"Treat yourself and try our brilliant pistachio sundaes with tahini, honey and chocolate sauce. Read the recipe here: http://bit.ly/1LQvOhJ","March 7, 2015",7 Comments10 Shares,130,waitroseandpartners
1714,"What’s for breakfast this morning?
How about our toasted cornbread with creamy avocado and crispy streaky bacon and maple syrup dressing. Read the recipe: http://bit.ly/17Br6Fy","March 7, 2015",33 Comments29 Shares,258,waitroseandpartners
1716,"Spiced fish tortillas drizzled with chilli sauce, creamy avocado and a sprinkling of coriander – a perfect Friday evening dish. Read the full recipe: http://bit.ly/1LQe3iC","March 6, 2015",10 Comments22 Shares,190,waitroseandpartners
1718,"Thumbs up if you’re a fan of the mighty strawberry!
The first English strawberries of the year will appear on our shelves from this weekend after one of the sunniest winters in nearly 90 years.","March 6, 2015",43 Comments55 Shares,Waitrose & Partners and 918 others,waitroseandpartners
1720,"From fresh and healthy to indulgent and delicious, discover some of our favourite breakfast ideas and recipes on Pinterest: http://bit.ly/1JUcnqN","March 5, 2015",1 Comment8 Shares,121,waitroseandpartners
1722,"Browse our beautiful collection of Mother’s Day flowers. View the full range here: http://bit.ly/18qbW6X
Which bouquet is your favourite?","March 4, 2015",88 Comments19 Shares,430,waitroseandpartners
1724,Ever wanted to make your own sushi? Watch how to make our delicious sushi with tempura vegetables. Read the full recipe here: http://bit.ly/18hUAIq,"March 3, 2015",3 Comments24 Shares5K Views,80,waitroseandpartners
1726,"Deliciously soft feta-whipped sweet potatoes with kale and walnut pesto – perfect for meat-free Monday.
Read the recipe: http://bit.ly/1GH1Yt3","March 2, 2015",22 Comments55 Shares,317,waitroseandpartners
1728,We're proud to support the work of Fairtrade Foundation. Watch The Apprentice's Nick Hewer explore St. Lucia where he met Waitrose banana producers. Find out more: http://bit.ly/1vJsony,"February 28, 2015",52 Comments11 Shares4.5K Views,84,waitroseandpartners
1730,"Support Fairtrade Fortnight with our indulgent chocolate, banana and fudge pie sprinkled with chocolate flakes.
Recipe: http://bit.ly/1CSWcU8","February 28, 2015",12 Comments50 Shares,299,waitroseandpartners
1732,Get baking today and join in with #FairtradeFortnight - our tasty Fairtade chocolate and vanilla pound cake is perfect: http://bit.ly/1G0PT4A,"February 28, 2015",6 Comments18 Shares,167,waitroseandpartners
1734,We’re very pleased to have won the best overall Easter egg in the Good Housekeeping awards with our Caramel Fudge Chocolate egg. Find it here: http://bit.ly/1Bu47K8,"February 27, 2015",32 Comments45 Shares,432,waitroseandpartners
1736,"Creamy and delicious, this banana ice cream is a perfect dairy-free treat and a great source of potassium and fibre. Recipe: http://bit.ly/17MD7YA","February 27, 2015",35 Comments168 Shares20K Views,344,waitroseandpartners
1738,"What's the favourite stir-fry in your house?
Enjoy our stir-fry meal deal and choose meat, mixed vegetables, noodles and a sauce for just £6: http://bit.ly/1DdeXPA","February 26, 2015",13 Comments12 Shares,146,waitroseandpartners
1740,"Celebrate Fairtrade Fortnight with our comforting banana and coconut bread and butter pudding: http://bit.ly/1LkpKOk
An interesting twist on one of the nations most traditional desserts.","February 25, 2015",51 Comments82 Shares,233,waitroseandpartners
1742,"Fancy yourself as a restaurant critic?
Enter our competition for the chance to review a top restaurant and feature in next years Good Food Guide. Enter here: http://bit.ly/1zcvaCl","February 24, 2015",4 Comments9 Shares,47,waitroseandpartners
1744,"Today’s meat-free dish is this brilliant one-pot vegetable and rice jumble, topped with pine nuts - on the table in 15 minutes: http://bit.ly/1AXIctd","February 23, 2015",16 Comments47 Shares,230,waitroseandpartners
1746,"We’re very pleased to announce a groundbreaking new partnership with the Fairtrade Foundation, working together to encourage a future of fairer trading. http://bit.ly/1EIvjSM","February 23, 2015",51 Comments20 Shares,336,waitroseandpartners
1748,"At only 367 calories per serving and low in fat, this cod with spinach and green lentil dhal is perfect for those eating healthily!
Get the recipe: http://bit.ly/1yvR8Qp","February 22, 2015",6 Comments18 Shares,177,waitroseandpartners
1750,"Thumbs up for Sunday baking!
Martha Collison from the Great British Bake Off shows you how to make her deliciously indulgent chocolate & pomegranate layer cake. Read the full recipe: http://bit.ly/1E787gw","February 22, 2015",12 Comments95 Shares15K Views,303,waitroseandpartners
