,Date,Brand,Post_Content,All_Responses,Comments,Shares,Views,Contains_Link,Contains_Video
3623,"October 17, 2016",lidluk,"Dear Lidlers, a number of you have contacted us regarding competitions to win a Lidl voucher via our Facebook page.
Unfortunately these are scams posted by fake pages made to look like ours. We recommend checking for the verified 'blue tick' next to our name, before clicking any links. This way, you can be sure it’s us.
If in doubt, feel free to send us a message and we’ll be happy to verify any promotion we’re currently running on our page. ...
See More",1500,218,1870,0,False,False
3624,"October 13, 2016",lidluk,"A family trip to The London Dungeon? Spend £10 at your local Lidl and enter the receipt number on our website, but only if you're brave enough…http://bit.ly/2achZBg",544,87,75,0,True,False
3625,"October 11, 2016",lidluk,"Our friends at Pinch of Nom: Slimming World Recipes cooked up this delicious paella, all made with ingredients from Lidl including our £1.49 Scottish Mussels. NOM! Read more here: http://bit.ly/2dxpKlJ #LidlSurprises",7300,978,3419,1300000,True,True
3626,"October 10, 2016",lidluk,"As the Official Supermarket of the England Football Team, we’re proudly supporting FA Girls’ Football Week with freestyler, Liv Cooke: “It’s great that Lidl and The FA provide opportunities for young people, especially girls, to get involved in the game.""
In the last year we’ve increased the number of girls in the FA Skills programme by 63% and we’re keen to do more, so get signing up to mixed or girls-only sessions!
Liv also joined us in store, giving customers a Lidl Surprise, and showing young girls what they can achieve in the game…",527,46,91,65000,False,True
3627,"October 10, 2016",lidluk,"Make your skin glow, try our skincare products with a touch of real gold! Available in stores this Thursday at £3.99.",1700,169,101,333000,False,True
3628,"October 6, 2016",lidluk,"A Lidl magic from this multi-functional cake stand: one moment you’re showing your baking pride, the next you’re transforming it into a brilliant punch bowl.",1800,173,110,249000,False,True
3629,"October 4, 2016",lidluk,"Picked in the heart of Lincolnshire and packed full of nutrients and antioxidants, our British kale and broccoli really are super greens! #LidlSurprises",2900,167,166,2000000,False,True
3630,"September 29, 2016",lidluk,It’s French Week! Time to up your culinary game.,710,184,73,0,False,False
3631,"September 26, 2016",lidluk,Step. Track. Sleep. Repeat. Get moving this week with activity sensors just £24.99.,1000,417,177,0,False,False
3632,"September 22, 2016",lidluk,Join James on his morning harvest to ensure his broccoli is as fresh as possible when they arrive into our stores. #LidlSurprises,4000,325,223,2600000,False,True
3633,"September 21, 2016",lidluk,"Something a little fancy? Discover how to be creative with our delicious mussel recipes featuring our Scottish Cooked Mussels, just £1.49. #LidlSurprises",552,29,13,0,False,False
3634,"September 21, 2016",lidluk,All this talk about mussels makes us hungry. Try our £1.49 Scottish Cooked Mussels for yourself in all their glory. #LidlSurprises,891,38,38,0,False,False
3635,"September 16, 2016",lidluk,"Mussel Beach, the place where the Isle of Mull meets London to celebrate our delicious, sustainably sourced and rope-grown mussels. #LidlSurprises",149,14,5,0,False,False
3636,"September 15, 2016",lidluk,A Taste of the Alps that will make you want to yodel! Exclusive offers in store now.,397,21,19,0,False,False
3637,"September 15, 2016",lidluk,"Fresh from the Isle of Mull in Scotland, discover the story behind our finest mussels! #LidlSurprises",721,45,17,0,False,False
3638,"September 12, 2016",lidluk,"Baby clothes don’t have to cost the Earth. Two organic cotton wrapover bodysuits, just £3.99.",3700,663,260,0,False,False
3639,"September 9, 2016",lidluk,"The Isle of Mull in Scotland is coming to London! We’re bringing you a unique tasting experience to discover what makes our Scottish rope-grown mussels so yummy. Coming to London on the 15th September, get your free ticket here: http://bit.ly/Lidl-MB",1800,105,153,822000,True,True
3640,"September 6, 2016",lidluk,"These mini Candy Kitchen choppers slice and dice in seconds. Find one in store and save yourself space, time and money.",1200,266,72,0,False,False
3641,"September 2, 2016",lidluk,Our Scottish mussels are on a journey; follow them to our tasting experience at Mussel Beach in London. #LidlSurprises,583,30,20,0,False,False
3642,"September 1, 2016",lidluk,"""The water here is A-grade all year round so it’s as good as you get.” We sent Chris to the Isle of Mull, to meet farmer Douglas and learn about the best conditions to grow mussels. #LidlSurprises",901,38,74,1000000,False,True
3643,"September 1, 2016",lidluk,Chris went to see the “ditch” on the Isle of Mull in Scotland where our mussels are sourced. #LidlSurprises,171,19,20,37000,False,True
3644,"August 29, 2016",lidluk,"We are proud to say: all our British fruit and veg carries the Red Tractor label, and supports local farmers and growers.",1600,93,37,0,False,False
3645,"August 26, 2016",lidluk,"Join us on a journey to the Isle of Mull in Scotland, meet mussel farmer Douglas and discover where our Scottish Mussels are sourced. #LidlSurprises",3200,126,271,2000000,False,True
3646,"August 25, 2016",lidluk,They’ve touched down! Stikeez from Space have arrived to Planet Earth and into your local Lidl store. Collect them all before they blast off.,2100,474,190,0,False,False
3647,"August 25, 2016",lidluk,"A Greek spin on cheese, share a swirl for £1.99.",2700,616,241,0,False,False
3648,"August 23, 2016",lidluk,Stikeez to Earth. Can you hear us? Stikeez from Space are arriving in store this Thursday! Get ready to collect them all.,783,321,143,0,False,False
3649,"August 18, 2016",lidluk,"“My experience today has been absolutely amazing, completely surreal!“
Sharna met farmer John in Scotland and got to see the origin of our deluxe beef. #LidlSurprises",132,29,2,0,False,False
3650,"August 18, 2016",lidluk,"Skyr, in stores now! All natural, zero fat and high in protein, just 49p.",2100,489,198,0,False,False
3651,"August 16, 2016",lidluk,Scoop up your almost empty jam jar with delicious Cornish ice cream from our Taste of South West Week. Recycling never tasted so good.,1100,58,42,0,False,False
3652,"August 11, 2016",lidluk,"Join Sharna on her journey to Scotland to meet farmer, John and get a first hand view of where our Deluxe Scotch Rump Steak comes from. #LidlSurprises",1200,153,96,1300000,False,True
3653,"August 7, 2016",lidluk,"Landscaping is the new manscaping, get your tools at Lidl and go all out in our Garden Week. Hedge trimmer, £7.99 in store from Thursday.",512,147,132,0,False,False
3654,"August 6, 2016",lidluk,"Find out more about our fresh British strawberries and just how Farmer Neil manages to pick them at the perfect time to get them into stores as
soon as the next day. #LidlSurprises",147,12,5,0,False,False
3655,"August 4, 2016",lidluk,Go goji and get nuts! Charge with a boost from our Organic Week: Goji Berries and Brazil Nuts for 69p.,590,29,22,278000,False,True
3656,"August 3, 2016",lidluk,"Dear Lidlers, a number of you have contacted us regarding a competition to win a Lidl voucher via our Facebook page.
Unfortunately this is a scam posted by a fake page made to look like ours. We recommend checking for the verified 'blue tick' next to our name, before clicking any links. This way, you can be sure it’s us.
If in doubt, feel free to send us a message and we’ll be happy to verify any promotion we’re currently running on our page. ...
See More",689,113,788,0,False,False
3657,"August 2, 2016",lidluk,Farmer Neil’s aim is to get his British strawberries picked in prime condition and in store as soon as the next day. #LidlSurprises,3200,101,207,1000000,False,True
3658,"July 28, 2016",lidluk,"Scottish beef vs. Scotch Beef, do you know the difference? If not, John the farmer has the answer.",1100,151,103,902000,False,True
3659,"July 28, 2016",lidluk,New arrivals in store now. Our British fruit and veg comes fresh from the land every day.,1000,105,26,0,False,False
3660,"July 24, 2016",lidluk,"Our cheddar cheese comes from the 55th generation of cattle from a family run farm, still made according to great grandma’s recipe.",730,82,38,188000,False,True
3661,"July 22, 2016",lidluk,"Superheroes go back to school, buy a 3-piece uniform for only £3.65! In store now, while stocks last.",352,32,69,0,False,False
3662,"July 22, 2016",lidluk,Farmer Neil’s aim is to get his British strawberries picked in prime condition and in store as soon as the next day.,6300,263,470,1600000,False,True
3663,"July 21, 2016",lidluk,"A clumsy prince may step on her feet, real leather shoes stay shiny and neat. Our school uniforms are in store today! Shoes for £6.99, while stock lasts.",81,7,12,0,False,False
3664,"July 18, 2016",lidluk,"Superheroes go back to school, buy a 3-piece uniform for only £3.65! In store on Thursday.",378,62,87,0,False,False
3665,"July 13, 2016",lidluk,"Save shopping bags: pack every bag to its fullest capacity! This is just how efficiently we pack our trucks, minimising our costs and your prices.",875,172,39,334000,False,True
3666,"July 9, 2016",lidluk,Grown in the UK. Reduce your carbon food-print with local produce from Lidl. Tomorrow’s kale will be freshly delivered from our farm in Lincolnshire.,1800,73,68,0,False,False
3667,"July 8, 2016",lidluk,"Discover what happened when we invited Sharna to spend a day at one of the farms we work with in Scotland. #LidlSurprises
Follow her full story here: http://www.lidl.co.uk/en/15287.html",181,99,56,15000,True,True
3668,"July 7, 2016",lidluk,A big thank you to all of our customers for helping us scoop the Good Housekeeping Supermarket Of The Year Award! #LidlSurprises,2400,155,76,0,False,False
3669,"July 4, 2016",lidluk,"“I’m not sure where Lidl get their food from…”. Sharna didn’t believe our beef was British until she met our farmer, John, and got to experience life on his Scottish farm and learn about how we can deliver great quality meat at a low price. #LidlSurprises",933,119,39,0,False,False
3670,"June 27, 2016",lidluk,Good things come to those who wait. Visit the Summer Wine Cellar Selection to discover our new range of hand picked vintage wines.,202,28,18,111000,False,True
3671,"June 24, 2016",lidluk,Impress your special someone with some refreshing sorbet. Create your own with this simple recipe: http://bit.ly/1TX8e8R,485,40,33,0,True,False
3672,"June 20, 2016",lidluk,Go green and pick up a Slow Juicer for just £59.99 available from Thursday.,895,180,75,243000,False,True
3673,"June 19, 2016",lidluk,Happy Father’s Day to all the cheesy dads out there!,285,18,22,0,False,False
3674,"June 16, 2016",lidluk,Forza Italia! Treat yourself to a 3-course meal that’ll transport you straight to Italy. Exclusive #ItalianWeek offers in your local Lidl now.,1000,81,37,0,False,False
3675,"June 10, 2016",lidluk,Watch Joe Hart give a very special Lidl surprise ahead of England Football Team's game against Portugal.,2700,166,965,371000,False,True
3676,"June 9, 2016",lidluk,All wrapped up and ready to go. Add our Italian prosciutto to fresh asparagus for a truly magical combo.,594,69,35,0,False,False
3677,"June 6, 2016",lidluk,Fitness fan on a budget? Limited edition sportswear available in-store from just £2.99,836,109,79,0,False,False
3678,"June 2, 2016",lidluk,Lidl proudly supports environmentally conscious fishing. Pick up your MSC labelled cod in-store from only £1.29,412,65,28,0,False,False
3679,"May 28, 2016",lidluk,BBQing just got a whole lot easier. Keep your salmon in one piece by grilling it on tasty lemon slices. Pick up some fresh salmon fillets in time for the bank holiday for just £2.29,3400,358,408,1100000,False,True
3680,"May 25, 2016",lidluk,"Up your home décor with bold colours and soft scents: two-tone roses from our SS16 collection. Stay on trend, for just £3.",579,33,17,0,False,False
3681,"May 19, 2016",lidluk,We’re proud to announce this year’s Lidl Festival Line-Up. From band T-shirts to solar chargers we’ve got everything you need for an unforgettable festival season.,324,150,32,0,False,False
3682,"May 12, 2016",lidluk,Our Scottish steak is real Scotch. You can’t have beef with that.,2700,272,98,0,False,False
3683,"May 12, 2016",lidluk,"Dear Lidlers, a number of you have contacted us regarding a competition to win a £500 Lidl voucher.
Unfortunately this is a scam posted by a fake page made to look like ours. We worked with Facebook to have the page removed as soon as possible.
We recommend checking for the verified 'blue tick' next to our name, before clicking any links. This way, you can be sure it’s us....
See More",152,55,105,0,False,False
